Expected Output,Actual Output,File name,Parsed Json file,Status
evaporate,evaporate,ne9G37.aiff,ne9G-multi.json,PASSED
equalizer,equalizer,ne9G36.aiff,ne9G-multi.json,PASSED
earthy,earthy,ne9G35.aiff,ne9G-multi.json,PASSED
disapproval,dissaproval,ne9G33.aiff,ne9G-multi.json,FAILED
disagree,disagree,ne9G32.aiff,ne9G-multi.json,PASSED
alligator,alligator,ne9G7.aiff,ne9G-multi.json,PASSED
absent,absent,ne9G0.aiff,ne9G-multi.json,PASSED
accuser,accuser,ne9G3.aiff,ne9G-multi.json,PASSED
accelerate,celery,ne9G2.aiff,ne9G-multi.json,FAILED
absentee,epson t.,ne9G1.aiff,ne9G-multi.json,FAILED
dandelion,dandelion,ne9G28.aiff,ne9G-multi.json,PASSED
deactivate,null,ne9G29.aiff,ne9G-multi.json,FAILED
detrimental,detrimental,ne9G30.aiff,ne9G-multi.json,PASSED
diabetes,diabetes,ne9G31.aiff,ne9G-multi.json,PASSED
amphibian,amphibian,ne9G8.aiff,ne9G-multi.json,PASSED
anonymous,anonymous,ne9G9.aiff,ne9G-multi.json,PASSED
alibi,alibi,ne9G5.aiff,ne9G-multi.json,PASSED
alien,alien,ne9G6.aiff,ne9G-multi.json,PASSED
adapt,adapt,ne9G4.aiff,ne9G-multi.json,PASSED
constellation,constellation,ne9G24.aiff,ne9G-multi.json,PASSED
coronation,carnation,ne9G26.aiff,ne9G-multi.json,FAILED
coyote,coyote,ne9G27.aiff,ne9G-multi.json,PASSED
consume,film,ne9G25.aiff,ne9G-multi.json,FAILED
cemetery,cemetery,ne9G21.aiff,ne9G-multi.json,PASSED
cauliflower,cauliflower,ne9G20.aiff,ne9G-multi.json,PASSED
circumstance,circumstance,ne9G22.aiff,ne9G-multi.json,PASSED
clarinet,clarinet,ne9G23.aiff,ne9G-multi.json,PASSED
mispronounce,mispronounce,ne9G1064.aiff,ne9G-multi.json,PASSED
manufacture,manufacture,ne9G1060.aiff,ne9G-multi.json,PASSED
underrate,underrate,ne9G110.aiff,ne9G-multi.json,PASSED
victorious,victorious,ne9G111.aiff,ne9G-multi.json,PASSED
obsession,obsession,ne9G68.aiff,ne9G-multi.json,PASSED
obtain,a pain,ne9G69.aiff,ne9G-multi.json,FAILED
obedient,obedient,ne9G67.aiff,ne9G-multi.json,PASSED
mispronounce,mispronounced,ne9G64.aiff,ne9G-multi.json,FAILED
manufacture,benefactor,ne9G60.aiff,ne9G-multi.json,FAILED
unbroken,unbroken,ne9G108.aiff,ne9G-multi.json,PASSED
unclean,unclean,ne9G109.aiff,ne9G-multi.json,PASSED
tangerine,tangerine,ne9G102.aiff,ne9G-multi.json,PASSED
sweeten,sweden,ne9G101.aiff,ne9G-multi.json,FAILED
teamster,teamster,ne9G103.aiff,ne9G-multi.json,PASSED
superhighway,super highway,ne9G100.aiff,ne9G-multi.json,FAILED
unadvised,advised,ne9G107.aiff,ne9G-multi.json,FAILED
tomato,tomato,ne9G105.aiff,ne9G-multi.json,PASSED
trombone,trombone,ne9G106.aiff,ne9G-multi.json,PASSED
tiger,tiger,ne9G104.aiff,ne9G-multi.json,PASSED
photographic,photographic,ne9G78.aiff,ne9G-multi.json,PASSED
poisoner,poisoner,ne9G79.aiff,ne9G-multi.json,PASSED
outdoors,outdoors,ne9G72.aiff,ne9G-multi.json,PASSED
outshine,outshine,ne9G73.aiff,ne9G-multi.json,PASSED
opportune,opportun,ne9G70.aiff,ne9G-multi.json,FAILED
optimism,optimism,ne9G71.aiff,ne9G-multi.json,PASSED
peninsula,peninsula,ne9G77.aiff,ne9G-multi.json,PASSED
pastel,null,ne9G76.aiff,ne9G-multi.json,FAILED
paragraph,paragraph,ne9G74.aiff,ne9G-multi.json,PASSED
paranoia,paranoia,ne9G75.aiff,ne9G-multi.json,PASSED
cafÂŽ,cafe,ne9G18.aiff,ne9G-multi.json,FAILED
caterpillar,caterpillar,ne9G19.aiff,ne9G-multi.json,PASSED
bazooka,zuka,ne9G15.aiff,ne9G-multi.json,FAILED
bassinet,bassinet,ne9G14.aiff,ne9G-multi.json,PASSED
bikini,bikini,ne9G16.aiff,ne9G-multi.json,PASSED
bombard,bombard,ne9G17.aiff,ne9G-multi.json,PASSED
axle,axle,ne9G13.aiff,ne9G-multi.json,PASSED
armadillo,armadillo,ne9G11.aiff,ne9G-multi.json,PASSED
aquarium,aquarium,ne9G10.aiff,ne9G-multi.json,PASSED
athletic,athletic,ne9G12.aiff,ne9G-multi.json,PASSED
readable,readable,ne9G89.aiff,ne9G-multi.json,PASSED
qualify,qualify,ne9G88.aiff,ne9G-multi.json,PASSED
potassium,potassium,ne9G82.aiff,ne9G-multi.json,PASSED
porcupine,porcupine,ne9G81.aiff,ne9G-multi.json,PASSED
porcelain,person,ne9G80.aiff,ne9G-multi.json,FAILED
precipitate,precipitate,ne9G83.aiff,ne9G-multi.json,PASSED
proclaim,proclaim,ne9G85.aiff,ne9G-multi.json,PASSED
preferably,preferribly,ne9G84.aiff,ne9G-multi.json,FAILED
prolong,prolong,ne9G87.aiff,ne9G-multi.json,PASSED
procrastinate,procrastinate,ne9G86.aiff,ne9G-multi.json,PASSED
strengthen,strengthen,ne9G98.aiff,ne9G-multi.json,PASSED
subdivide,sub divide,ne9G99.aiff,ne9G-multi.json,FAILED
sarcastic,sarcastic,ne9G94.aiff,ne9G-multi.json,PASSED
spider,spider,ne9G96.aiff,ne9G-multi.json,PASSED
sterile,sterile,ne9G97.aiff,ne9G-multi.json,PASSED
serenade,serenade,ne9G95.aiff,ne9G-multi.json,PASSED
robin,robin,ne9G91.aiff,ne9G-multi.json,PASSED
recording,recording,ne9G90.aiff,ne9G-multi.json,PASSED
salamander,salamander,ne9G93.aiff,ne9G-multi.json,PASSED
rodeo,rodeo,ne9G92.aiff,ne9G-multi.json,PASSED
museum,museum,ne9G65.aiff,ne9G-multi.json,PASSED
nectarine,nectarine,ne9G66.aiff,ne9G-multi.json,PASSED
mascara,mascara,ne9G62.aiff,ne9G-multi.json,PASSED
mighty,mighty,ne9G63.aiff,ne9G-multi.json,PASSED
martini,martini,ne9G61.aiff,ne9G-multi.json,PASSED
who'd,food,vowel/no1J40008.aiff,no1j-vowel.json,FAILED
head,head,vowel/no1J10006.aiff,no1j-vowel.json,PASSED
had,add,vowel/no1J10007.aiff,no1j-vowel.json,FAILED
hudd,hood,vowel/no1J1.aiff,no1j-vowel.json,FAILED
hod,hard,vowel/no1J10000.aiff,no1j-vowel.json,FAILED
hod,hard,vowel/no1J0.aiff,no1j-vowel.json,FAILED
hudd,hard,vowel/no1J10001.aiff,no1j-vowel.json,FAILED
hoed,hold,vowel/no1J10003.aiff,no1j-vowel.json,FAILED
heed,guide,vowel/no1J10004.aiff,no1j-vowel.json,FAILED
hayed,hate,vowel/no1J10002.aiff,no1j-vowel.json,FAILED
hid,head,vowel/no1J10005.aiff,no1j-vowel.json,FAILED
hood,good,vowel/no1J9.aiff,no1j-vowel.json,FAILED
had,add,vowel/no1J40007.aiff,no1j-vowel.json,FAILED
head,head,vowel/no1J40006.aiff,no1j-vowel.json,PASSED
hid,head,vowel/no1J40005.aiff,no1j-vowel.json,FAILED
hayed,paid,vowel/no1J20002.aiff,no1j-vowel.json,FAILED
hoed,hold,vowel/no1J20003.aiff,no1j-vowel.json,FAILED
hudd,hard,vowel/no1J20001.aiff,no1j-vowel.json,FAILED
heed,eid,vowel/no1J20004.aiff,no1j-vowel.json,FAILED
who'd,food,vowel/no1J10008.aiff,no1j-vowel.json,FAILED
hood,hood,vowel/no1J10009.aiff,no1j-vowel.json,PASSED
hod,hard,vowel/no1J20000.aiff,no1j-vowel.json,FAILED
hayed,hate,vowel/no1J2.aiff,no1j-vowel.json,FAILED
hoed,code,vowel/no1J40003.aiff,no1j-vowel.json,FAILED
heed,heed,vowel/no1J40004.aiff,no1j-vowel.json,PASSED
had,add,vowel/no1J30007.aiff,no1j-vowel.json,FAILED
head,head,vowel/no1J30006.aiff,no1j-vowel.json,PASSED
hood,good,vowel/no1J30009.aiff,no1j-vowel.json,FAILED
who'd,food,vowel/no1J30008.aiff,no1j-vowel.json,FAILED
hayed,paid,vowel/no1J40002.aiff,no1j-vowel.json,FAILED
hudd,hide,vowel/no1J40001.aiff,no1j-vowel.json,FAILED
hood,good,vowel/no1J20009.aiff,no1j-vowel.json,FAILED
who'd,food,vowel/no1J20008.aiff,no1j-vowel.json,FAILED
hoed,hold,vowel/no1J3.aiff,no1j-vowel.json,FAILED
hod,todd,vowel/no1J30000.aiff,no1j-vowel.json,FAILED
hayed,paid,vowel/no1J30002.aiff,no1j-vowel.json,FAILED
hoed,hold,vowel/no1J30003.aiff,no1j-vowel.json,FAILED
hudd,good,vowel/no1J30001.aiff,no1j-vowel.json,FAILED
hid,head,vowel/no1J5.aiff,no1j-vowel.json,FAILED
head,head,vowel/no1J6.aiff,no1j-vowel.json,PASSED
hood,good,vowel/no1J40009.aiff,no1j-vowel.json,FAILED
had,head,vowel/no1J7.aiff,no1j-vowel.json,FAILED
hid,head,vowel/no1J20005.aiff,no1j-vowel.json,FAILED
head,head,vowel/no1J20006.aiff,no1j-vowel.json,PASSED
heed,heat,vowel/no1J4.aiff,no1j-vowel.json,FAILED
hod,todd,vowel/no1J40000.aiff,no1j-vowel.json,FAILED
heed,hied,vowel/no1J30004.aiff,no1j-vowel.json,FAILED
hid,head,vowel/no1J30005.aiff,no1j-vowel.json,FAILED
had,add,vowel/no1J20007.aiff,no1j-vowel.json,FAILED
amphibian,amphibian,no5G8.aiff,no5G-cvc.json,PASSED
anonymous,anonymous,no5G9.aiff,no5G-cvc.json,PASSED
alligator,alligator,no5G7.aiff,no5G-cvc.json,PASSED
alibi,alibi,no5G5.aiff,no5G-cvc.json,PASSED
alien,alien,no5G6.aiff,no5G-cvc.json,PASSED
adapt,adapt,no5G4.aiff,no5G-cvc.json,PASSED
absent,absent,no5G0.aiff,no5G-cvc.json,PASSED
accelerate,accelerate,no5G2.aiff,no5G-cvc.json,PASSED
absentee,absentee,no5G1.aiff,no5G-cvc.json,PASSED
accuser,accuser,no5G3.aiff,no5G-cvc.json,PASSED
victorious,victorious,no5G111.aiff,no5G-cvc.json,PASSED
underrate,underweight,no5G110.aiff,no5G-cvc.json,FAILED
influenza,influenza,no5G51.aiff,no5G-cvc.json,PASSED
iodine,iodine,no5G53.aiff,no5G-cvc.json,PASSED
incoherent,incoherent,no5G50.aiff,no5G-cvc.json,PASSED
malfunction,malfunction,no5G59.aiff,no5G-cvc.json,PASSED
macaroni,macaroni,no5G58.aiff,no5G-cvc.json,PASSED
liberator,liberator,no5G57.aiff,no5G-cvc.json,PASSED
kangeroo,kangaroo,no5G54.aiff,no5G-cvc.json,FAILED
kazoo,kazoo,no5G55.aiff,no5G-cvc.json,PASSED
lemonade,lemonade,no5G56.aiff,no5G-cvc.json,PASSED
coronation,coronation,no5G26.aiff,no5G-cvc.json,PASSED
outdoors,outdoors,no5G72.aiff,no5G-cvc.json,PASSED
outshine,outshine,no5G73.aiff,no5G-cvc.json,PASSED
opportune,opportun,no5G70.aiff,no5G-cvc.json,FAILED
dandelion,dandelion,no5G28.aiff,no5G-cvc.json,PASSED
deactivate,deactivate,no5G29.aiff,no5G-cvc.json,PASSED
consume,consume,no5G25.aiff,no5G-cvc.json,PASSED
constellation,constellation,no5G24.aiff,no5G-cvc.json,PASSED
photographic,photographic,no5G78.aiff,no5G-cvc.json,PASSED
poisoner,poisoner,no5G79.aiff,no5G-cvc.json,PASSED
paragraph,paragraph,no5G74.aiff,no5G-cvc.json,PASSED
peninsula,peninsula,no5G77.aiff,no5G-cvc.json,PASSED
pastel,pastel,no5G76.aiff,no5G-cvc.json,PASSED
paranoia,paranoia,no5G75.aiff,no5G-cvc.json,PASSED
optimism,optimism,no5G71.aiff,no5G-cvc.json,PASSED
disagree,disagree,no5G32.aiff,no5G-cvc.json,PASSED
equalizer,equalizer,no5G36.aiff,no5G-cvc.json,PASSED
evaporate,evaporate,no5G37.aiff,no5G-cvc.json,PASSED
earthy,earthsea,no5G35.aiff,no5G-cvc.json,FAILED
discourteous,discourteous,no5G34.aiff,no5G-cvc.json,PASSED
strengthen,strengthen,no5G98.aiff,no5G-cvc.json,PASSED
subdivide,subdivide,no5G99.aiff,no5G-cvc.json,PASSED
bikini,bikini,no5G16.aiff,no5G-cvc.json,PASSED
bazooka,bazooka,no5G15.aiff,no5G-cvc.json,PASSED
feminine,feminine,no5G39.aiff,no5G-cvc.json,PASSED
exterior,exterior,no5G38.aiff,no5G-cvc.json,PASSED
detrimental,detrimental,no5G30.aiff,no5G-cvc.json,PASSED
disapproval,dissaproval,no5G33.aiff,no5G-cvc.json,FAILED
diabetes,diabetes,no5G31.aiff,no5G-cvc.json,PASSED
cafÂŽ,cafe,no5G18.aiff,no5G-cvc.json,FAILED
armadillo,armadillo,no5G11.aiff,no5G-cvc.json,PASSED
athletic,athletic,no5G12.aiff,no5G-cvc.json,PASSED
axle,axle,no5G13.aiff,no5G-cvc.json,PASSED
aquarium,aquarium,no5G10.aiff,no5G-cvc.json,PASSED
bassinet,bassinet,no5G14.aiff,no5G-cvc.json,PASSED
bombard,bombard,no5G17.aiff,no5G-cvc.json,PASSED
sterile,sterile,no5G97.aiff,no5G-cvc.json,PASSED
sarcastic,sarcastic,no5G94.aiff,no5G-cvc.json,PASSED
serenade,serenade,no5G95.aiff,no5G-cvc.json,PASSED
spider,spider,no5G96.aiff,no5G-cvc.json,PASSED
salamander,salamander,no5G93.aiff,no5G-cvc.json,PASSED
rodeo,rodeo,no5G92.aiff,no5G-cvc.json,PASSED
robin,robin,no5G91.aiff,no5G-cvc.json,PASSED
feminism,feminism,no5G40.aiff,no5G-cvc.json,PASSED
forecast,forecast,no5G41.aiff,no5G-cvc.json,PASSED
functionary,functionary,no5G42.aiff,no5G-cvc.json,PASSED
gallop,gallop,no5G43.aiff,no5G-cvc.json,PASSED
superhighway,super highway,no5G100.aiff,no5G-cvc.json,FAILED
tangerine,tangerine,no5G102.aiff,no5G-cvc.json,PASSED
teamster,teamster,no5G103.aiff,no5G-cvc.json,PASSED
recording,recording,no5G90.aiff,no5G-cvc.json,PASSED
helicopter,helicopter,no5G48.aiff,no5G-cvc.json,PASSED
hurricane,hurricane,no5G49.aiff,no5G-cvc.json,PASSED
guitar,guitar,no5G46.aiff,no5G-cvc.json,PASSED
generalize,general lies,no5G44.aiff,no5G-cvc.json,FAILED
happily,happily,no5G47.aiff,no5G-cvc.json,PASSED
giant,giant,no5G45.aiff,no5G-cvc.json,PASSED
sweeten,sweden,no5G101.aiff,no5G-cvc.json,FAILED
unclean,unclean,no5G109.aiff,no5G-cvc.json,PASSED
unbroken,unbroken,no5G108.aiff,no5G-cvc.json,PASSED
tomato,tomato,no5G105.aiff,no5G-cvc.json,PASSED
unadvised,on advised,no5G107.aiff,no5G-cvc.json,FAILED
trombone,trombone,no5G106.aiff,no5G-cvc.json,PASSED
tiger,tiger,no5G104.aiff,no5G-cvc.json,PASSED
readable,readable,no5G89.aiff,no5G-cvc.json,PASSED
qualify,qualify,no5G88.aiff,no5G-cvc.json,PASSED
porcupine,porcupine,no5G81.aiff,no5G-cvc.json,PASSED
porcelain,porcelain,no5G80.aiff,no5G-cvc.json,PASSED
potassium,potassium,no5G82.aiff,no5G-cvc.json,PASSED
precipitate,precipitate,no5G83.aiff,no5G-cvc.json,PASSED
procrastinate,procrastinate,no5G86.aiff,no5G-cvc.json,PASSED
preferably,preferably,no5G84.aiff,no5G-cvc.json,PASSED
proclaim,proclaim,no5G85.aiff,no5G-cvc.json,PASSED
prolong,prolong,no5G87.aiff,no5G-cvc.json,PASSED
obsession,obsession,no5G68.aiff,no5G-cvc.json,PASSED
obtain,obtain,no5G69.aiff,no5G-cvc.json,PASSED
manufacture,manufacture,no5G60.aiff,no5G-cvc.json,PASSED
mighty,mighty,no5G63.aiff,no5G-cvc.json,PASSED
coyote,coyote,no5G27.aiff,no5G-cvc.json,PASSED
clarinet,clarinet,no5G23.aiff,no5G-cvc.json,PASSED
cemetery,cemetery,no5G21.aiff,no5G-cvc.json,PASSED
cauliflower,cauliflower,no5G20.aiff,no5G-cvc.json,PASSED
circumstance,circumstance,no5G22.aiff,no5G-cvc.json,PASSED
caterpillar,caterpillar,no5G19.aiff,no5G-cvc.json,PASSED
martini,martini,no5G61.aiff,no5G-cvc.json,PASSED
mascara,mascara,no5G62.aiff,no5G-cvc.json,PASSED
museum,museum,no5G65.aiff,no5G-cvc.json,PASSED
obedient,obedient,no5G67.aiff,no5G-cvc.json,PASSED
mispronounce,miss pronounce,no5G64.aiff,no5G-cvc.json,FAILED
nectarine,nectarine,no5G66.aiff,no5G-cvc.json,PASSED
accelerate,accelerate,no5G2.aiff,no5G-multi.json,PASSED
amphibian,amphibian,no5G8.aiff,no5G-multi.json,PASSED
anonymous,anonymous,no5G9.aiff,no5G-multi.json,PASSED
alligator,alligator,no5G7.aiff,no5G-multi.json,PASSED
alibi,alibi,no5G5.aiff,no5G-multi.json,PASSED
alien,alien,no5G6.aiff,no5G-multi.json,PASSED
adapt,adapt,no5G4.aiff,no5G-multi.json,PASSED
absent,absent,no5G0.aiff,no5G-multi.json,PASSED
incoherent,incoherent,no5G50.aiff,no5G-multi.json,PASSED
malfunction,malfunction,no5G59.aiff,no5G-multi.json,PASSED
macaroni,macaroni,no5G58.aiff,no5G-multi.json,PASSED
liberator,liberator,no5G57.aiff,no5G-multi.json,PASSED
kangeroo,kangaroo,no5G54.aiff,no5G-multi.json,FAILED
kazoo,kazoo,no5G55.aiff,no5G-multi.json,PASSED
lemonade,lemonade,no5G56.aiff,no5G-multi.json,PASSED
outdoors,outdoors,no5G72.aiff,no5G-multi.json,PASSED
outshine,outshine,no5G73.aiff,no5G-multi.json,PASSED
opportune,opportun,no5G70.aiff,no5G-multi.json,FAILED
dandelion,dandelion,no5G28.aiff,no5G-multi.json,PASSED
deactivate,deactivate,no5G29.aiff,no5G-multi.json,PASSED
consume,consume,no5G25.aiff,no5G-multi.json,PASSED
constellation,constellation,no5G24.aiff,no5G-multi.json,PASSED
coronation,coronation,no5G26.aiff,no5G-multi.json,PASSED
photographic,photographic,no5G78.aiff,no5G-multi.json,PASSED
poisoner,poisoner,no5G79.aiff,no5G-multi.json,PASSED
paragraph,paragraph,no5G74.aiff,no5G-multi.json,PASSED
peninsula,peninsula,no5G77.aiff,no5G-multi.json,PASSED
pastel,pastel,no5G76.aiff,no5G-multi.json,PASSED
paranoia,paranoia,no5G75.aiff,no5G-multi.json,PASSED
optimism,optimism,no5G71.aiff,no5G-multi.json,PASSED
cafÂŽ,cafe,no5G18.aiff,no5G-multi.json,FAILED
armadillo,armadillo,no5G11.aiff,no5G-multi.json,PASSED
athletic,athletic,no5G12.aiff,no5G-multi.json,PASSED
axle,axle,no5G13.aiff,no5G-multi.json,PASSED
aquarium,aquarium,no5G10.aiff,no5G-multi.json,PASSED
bassinet,bassinet,no5G14.aiff,no5G-multi.json,PASSED
bombard,bombard,no5G17.aiff,no5G-multi.json,PASSED
bikini,bikini,no5G16.aiff,no5G-multi.json,PASSED
bazooka,bazooka,no5G15.aiff,no5G-multi.json,PASSED
feminine,feminine,no5G39.aiff,no5G-multi.json,PASSED
exterior,exterior,no5G38.aiff,no5G-multi.json,PASSED
detrimental,detrimental,no5G30.aiff,no5G-multi.json,PASSED
disapproval,dissaproval,no5G33.aiff,no5G-multi.json,FAILED
diabetes,diabetes,no5G31.aiff,no5G-multi.json,PASSED
disagree,disagree,no5G32.aiff,no5G-multi.json,PASSED
equalizer,equalizer,no5G36.aiff,no5G-multi.json,PASSED
evaporate,evaporate,no5G37.aiff,no5G-multi.json,PASSED
earthy,earthsea,no5G35.aiff,no5G-multi.json,FAILED
discourteous,discourteous,no5G34.aiff,no5G-multi.json,PASSED
strengthen,strengthen,no5G98.aiff,no5G-multi.json,PASSED
subdivide,subdivide,no5G99.aiff,no5G-multi.json,PASSED
recording,recording,no5G90.aiff,no5G-multi.json,PASSED
helicopter,helicopter,no5G48.aiff,no5G-multi.json,PASSED
hurricane,hurricane,no5G49.aiff,no5G-multi.json,PASSED
guitar,guitar,no5G46.aiff,no5G-multi.json,PASSED
generalize,general lies,no5G44.aiff,no5G-multi.json,FAILED
happily,happily,no5G47.aiff,no5G-multi.json,PASSED
giant,giant,no5G45.aiff,no5G-multi.json,PASSED
feminism,feminism,no5G40.aiff,no5G-multi.json,PASSED
forecast,forecast,no5G41.aiff,no5G-multi.json,PASSED
functionary,functionary,no5G42.aiff,no5G-multi.json,PASSED
gallop,gallop,no5G43.aiff,no5G-multi.json,PASSED
superhighway,super highway,no5G100.aiff,no5G-multi.json,FAILED
tangerine,tangerine,no5G102.aiff,no5G-multi.json,PASSED
teamster,teamster,no5G103.aiff,no5G-multi.json,PASSED
sterile,sterile,no5G97.aiff,no5G-multi.json,PASSED
sarcastic,sarcastic,no5G94.aiff,no5G-multi.json,PASSED
serenade,serenade,no5G95.aiff,no5G-multi.json,PASSED
spider,spider,no5G96.aiff,no5G-multi.json,PASSED
salamander,salamander,no5G93.aiff,no5G-multi.json,PASSED
rodeo,rodeo,no5G92.aiff,no5G-multi.json,PASSED
robin,robin,no5G91.aiff,no5G-multi.json,PASSED
preferably,preferably,no5G84.aiff,no5G-multi.json,PASSED
proclaim,proclaim,no5G85.aiff,no5G-multi.json,PASSED
prolong,prolong,no5G87.aiff,no5G-multi.json,PASSED
obsession,obsession,no5G68.aiff,no5G-multi.json,PASSED
obtain,obtain,no5G69.aiff,no5G-multi.json,PASSED
manufacture,manufacture,no5G60.aiff,no5G-multi.json,PASSED
mighty,mighty,no5G63.aiff,no5G-multi.json,PASSED
sweeten,sweden,no5G101.aiff,no5G-multi.json,FAILED
unclean,unclean,no5G109.aiff,no5G-multi.json,PASSED
unbroken,unbroken,no5G108.aiff,no5G-multi.json,PASSED
tomato,tomato,no5G105.aiff,no5G-multi.json,PASSED
unadvised,on advised,no5G107.aiff,no5G-multi.json,FAILED
trombone,trombone,no5G106.aiff,no5G-multi.json,PASSED
tiger,tiger,no5G104.aiff,no5G-multi.json,PASSED
readable,readable,no5G89.aiff,no5G-multi.json,PASSED
qualify,qualify,no5G88.aiff,no5G-multi.json,PASSED
porcupine,porcupine,no5G81.aiff,no5G-multi.json,PASSED
porcelain,porcelain,no5G80.aiff,no5G-multi.json,PASSED
potassium,potassium,no5G82.aiff,no5G-multi.json,PASSED
precipitate,precipitate,no5G83.aiff,no5G-multi.json,PASSED
procrastinate,procrastinate,no5G86.aiff,no5G-multi.json,PASSED
absentee,absentee,no5G1.aiff,no5G-multi.json,PASSED
accuser,accuser,no5G3.aiff,no5G-multi.json,PASSED
victorious,victorious,no5G111.aiff,no5G-multi.json,PASSED
underrate,underweight,no5G110.aiff,no5G-multi.json,FAILED
influenza,influenza,no5G51.aiff,no5G-multi.json,PASSED
iodine,iodine,no5G53.aiff,no5G-multi.json,PASSED
martini,martini,no5G61.aiff,no5G-multi.json,PASSED
mascara,mascara,no5G62.aiff,no5G-multi.json,PASSED
museum,museum,no5G65.aiff,no5G-multi.json,PASSED
obedient,obedient,no5G67.aiff,no5G-multi.json,PASSED
mispronounce,miss pronounce,no5G64.aiff,no5G-multi.json,FAILED
nectarine,nectarine,no5G66.aiff,no5G-multi.json,PASSED
coyote,coyote,no5G27.aiff,no5G-multi.json,PASSED
clarinet,clarinet,no5G23.aiff,no5G-multi.json,PASSED
cemetery,cemetery,no5G21.aiff,no5G-multi.json,PASSED
cauliflower,cauliflower,no5G20.aiff,no5G-multi.json,PASSED
circumstance,circumstance,no5G22.aiff,no5G-multi.json,PASSED
caterpillar,caterpillar,no5G19.aiff,no5G-multi.json,PASSED
dandelion,dandelion,no9G28.aiff,no9G-multi.json,PASSED
deactivate,deactivate,no9G29.aiff,no9G-multi.json,PASSED
constellation,cancellation,no9G24.aiff,no9G-multi.json,FAILED
coyote,coyote,no9G27.aiff,no9G-multi.json,PASSED
consume,consume,no9G25.aiff,no9G-multi.json,PASSED
coronation,current coronation,no9G26.aiff,no9G-multi.json,FAILED
cauliflower,cauliflower,no9G20.aiff,no9G-multi.json,PASSED
cemetery,cemetery,no9G21.aiff,no9G-multi.json,PASSED
clarinet,clarinet,no9G23.aiff,no9G-multi.json,PASSED
obsession,obsession,no9G68.aiff,no9G-multi.json,PASSED
manufacture,manufacture,no9G60.aiff,no9G-multi.json,PASSED
mascara,mascara,no9G62.aiff,no9G-multi.json,PASSED
martini,martini,no9G61.aiff,no9G-multi.json,PASSED
mighty,mighty,no9G63.aiff,no9G-multi.json,PASSED
nectarine,nectarine,no9G66.aiff,no9G-multi.json,PASSED
obedient,obedient,no9G67.aiff,no9G-multi.json,PASSED
museum,museum,no9G65.aiff,no9G-multi.json,PASSED
mispronounce,miss pronounce,no9G64.aiff,no9G-multi.json,FAILED
qualify,qualify,no9G88.aiff,no9G-multi.json,PASSED
readable,readable,no9G89.aiff,no9G-multi.json,PASSED
prolong,null,no9G87.aiff,no9G-multi.json,FAILED
procrastinate,procrastinate,no9G86.aiff,no9G-multi.json,PASSED
preferably,preferribly,no9G84.aiff,no9G-multi.json,FAILED
discourteous,discourteous,no9G34.aiff,no9G-multi.json,PASSED
earthy,earthy,no9G35.aiff,no9G-multi.json,PASSED
equalizer,equalizer,no9G36.aiff,no9G-multi.json,PASSED
evaporate,evaporate,no9G37.aiff,no9G-multi.json,PASSED
detrimental,detrimental,no9G30.aiff,no9G-multi.json,PASSED
disagree,disagree,no9G32.aiff,no9G-multi.json,PASSED
disapproval,dissaproval,no9G33.aiff,no9G-multi.json,FAILED
diabetes,diabetes,no9G31.aiff,no9G-multi.json,PASSED
cafÂŽ,cafe,no9G18.aiff,no9G-multi.json,FAILED
caterpillar,caterpillar,no9G19.aiff,no9G-multi.json,PASSED
armadillo,armadillo,no9G11.aiff,no9G-multi.json,PASSED
aquarium,aquarium,no9G10.aiff,no9G-multi.json,PASSED
axle,astro,no9G13.aiff,no9G-multi.json,FAILED
athletic,aquatic,no9G12.aiff,no9G-multi.json,FAILED
alligator,alligator,no9G7.aiff,no9G-multi.json,PASSED
alibi,alibi,no9G5.aiff,no9G-multi.json,PASSED
alien,alien,no9G6.aiff,no9G-multi.json,PASSED
accelerate,accelerate,no9G2.aiff,no9G-multi.json,PASSED
accuser,accuser,no9G3.aiff,no9G-multi.json,PASSED
absentee,epson t.,no9G1.aiff,no9G-multi.json,FAILED
absent,epson,no9G0.aiff,no9G-multi.json,FAILED
forecast,forecast,no9G41.aiff,no9G-multi.json,PASSED
gallop,gallop,no9G43.aiff,no9G-multi.json,PASSED
giant,giant,no9G45.aiff,no9G-multi.json,PASSED
guitar,guitar,no9G46.aiff,no9G-multi.json,PASSED
happily,happily,no9G47.aiff,no9G-multi.json,PASSED
generalize,general eyes,no9G44.aiff,no9G-multi.json,FAILED
obtain,obtain,no9G69.aiff,no9G-multi.json,PASSED
trombone,trombone,no9G1106.aiff,no9G-multi.json,PASSED
optimism,optimism,no9G1071.aiff,no9G-multi.json,PASSED
victorious,victorious,no9G111.aiff,no9G-multi.json,PASSED
underrate,under 8,no9G110.aiff,no9G-multi.json,FAILED
coronation,carnation,no9G1026.aiff,no9G-multi.json,FAILED
malfunction,malfunction,no9G59.aiff,no9G-multi.json,PASSED
macaroni,macaroni,no9G58.aiff,no9G-multi.json,PASSED
kazoo,kazoo,no9G55.aiff,no9G-multi.json,PASSED
subdivide,subdivide,no9G99.aiff,no9G-multi.json,PASSED
strengthen,strengthen,no9G98.aiff,no9G-multi.json,PASSED
sterile,sterile,no9G97.aiff,no9G-multi.json,PASSED
sarcastic,sarcastic,no9G94.aiff,no9G-multi.json,PASSED
